Sentence #,Word,Tag
,at,O
,breastheight,O
,of,O
,a,O
,given,O
,tree,B-Organism
,and,O
,can,O
,be,O
,summed,O
,up,O
,to,O
,estimate,O
,the,O
,tree,B-Quality
,mass,I-Quality
,in,O
,a,O
,given,O
,plot,O
,.,O
Sentence: 768,To,O
,allow,O
,different,O
,interests,O
,to,O
,find,O
,potential,O
,compromises,O
,",",O
,users,O
,can,O
,apply,O
,varying,O
,weights,B-Quality
,to,O
,examine,O
,the,O
,effects,O
,of,O
,their,O
,subjective,O
,preferences,O
,on,O
,the,O
,spatial,O
,allocation,O
,of,O
,new,O
,cropland,B-Environment
,and,O
,its,O
,costs,O
,.,O
Sentence: 769,From,O
,theoretical,O
,extrapolations,O
,we,O
,estimate,O
,that,O
,the,O
,overall,O
,deep-sea,O
,Mediterranean,O
,biodiversity,O
,(,O
,excluding,O
,prokaryotes,O
,),O
,reaches,O
,approximately,O
,2805,O
,species,B-Organism
,of,O
,which,O
,about,O
,66,O
,%,O
,is,O
,still,O
,undiscovered,O
,.,O
Sentence: 770,While,O
,E.,O
,andrei,O
,lives,O
,in,O
,a,O
,compost,O
,and,O
,manure,O
,",",O
,E.,O
,fetida,O
,can,O
,be,O
,found,O
,in,O
,the,O
,litter,O
,layer,O
,in,O
,forests,B-Environment
,.,O
Sentence: 771,BEF-China,O
,data,O
,portal,O
,(,O
,Accessed,O
,through,O
,URL,O
,CSPs,O
,29Â°08'-29Â°17,O
,29Â°08'-29Â°17,O
,N,O
,118Â°02'-118Â°11,O
,118Â°02'-118Â°11,O
,E,O
,Measurements,O
,and,O
,calculated,O
,variables,O
,Crown,O
,radii,O
,in,O
,the,O
,eight,O
,subcardinal,O
,directions,O
,were,O
,determined,O
,by,O
,means,O
,of,O
,a,O
,crown,O
,mirror,O
,.,O
Sentence: 772,The,O
,number,O
,of,O
,this,O
,tree,B-Organism
,(,O
,#,O
,NN,O
,label,O
,),O
,is,O
,noted,O
,as,O
,well,O
,as,O
,the,O
,distance,B-Quality
,(,O
,Dist,O
,.,O
Sentence: 773,(,O
,b,O
,),O
,does,O
,competition,B-Phenomena
,change,O
,with,O
,successional,O
,stage,O
,?,O
Sentence: 774,Although,O
,theoretical,O
,studies,O
,predict,O
,that,O
,traits,B-Quality
,related,O
,to,O
,performance,O
,(,O
,e.g,O
,.,O
Sentence: 775,Because,O
,performing,O
,biodiversity,O
,censuses,O
,of,O
,all,O
,taxonomic,O
,groups,O
,is,O
,prohibitively,O
,costly,O
,",",O
,indicator,O
,groups,O
,have,O
,been,O
,studied,O
,to,O
,estimate,O
,the,O
,biodiversity,O
,of,O
,different,O
,taxonomic,O
,groups,O
,.,O
Sentence: 776,The,O
,seine,O
,net,O
,was,O
,deployed,O
,from,O
,bank,O
,to,O
,bank,O
,by,O
,a,O
,small,O
,skiff,O
,and,O
,then,O
,pulled,O
,on,O
,shore,B-Environment
,.,O
Sentence: 777,The,O
,second,O
,objective,O
,examined,O
,ant,B-Organism
,fauna,O
,recovery,O
,in,O
,developed,O
,residential,O
,lots,O
,based,O
,on,O
,time,O
,since,O
,construction,O
,",",O
,neighboring,O
,habitat,B-Environment
,quality,O
,",",O
,pesticide,O
,inputs,O
,",",O
,and,O
,the,O
,presence,O
,of,O
,invasive,O
,ants,B-Organism
,.,O
Sentence: 778,1,O
,21332,O
,LÃƒÂ¼neburg,B-Location
,Germany,I-Location
,49,O
,(,O
,0,O
,),O
,4131-677-2960,O
,Felix,O
,Fornoff,O
,Conservation,O
,and,O
,Landscape,O
,Ecology,O
,Tennenbacherstr,B-Location
,.,O
Sentence: 779,Regarding,O
,intra-amoebal,O
,bacteria,B-Organism
,",",B-Organism
,54,B-Organism
,genera,B-Organism
,were,O
,identified,O
,",",O
,among,O
,which,O
,21,O
,were,O
,newly,O
,described,O
,intra-amoebal,O
,bacteria,B-Organism
,",",O
,underlying,O
,the,O
,power,O
,of,O
,our,O
,approach,O
,.,O
Sentence: 780,(,O
,samp_num_undist61,O
,:,O
,Sampling,O
,/,O
,Number,O
,(,O
,undisturbed,O
,samples,O
,),O
,:,O
,Soil,B-Quality
,horizon,I-Quality
,description,I-Quality
,II,O
,;,O
,samp_num_undist61,O
,),O
,Basic,O
,information,O
,on,O
,soil,B-Quality
,properties,I-Quality
,",",O
,according,O
,to,O
,``,O
,Eckelmann,O
,",",O
,W.,O
,",",O
,Sponagel,O
,",",O
,H.,O
,",",O
,Grottenthaler,O
,",",O
,W.,O
,",",O
,Hartmann,O
,",",O
,J.,O
,K.,O
,",",O
,Hartwich,O
,",",O
,R.,O
,",",O
,Janetzko,O
,",",O
,P.,O
,",",O
,...,O
,&,O
,Traidl,O
,",",O
,R.,O
,(,O
,2005,O
,),O
,.,O
Sentence: 781,Ant,B-Organism
,diversity,O
,was,O
,positively,O
,correlated,O
,with,O
,factors,O
,that,O
,promoted,O
,ecological,O
,recovery,O
,and,O
,negatively,O
,correlated,O
,with,O
,factors,O
,that,O
,promoted,O
,ecological,O
,degradation,O
,.,O
Sentence: 782,(,O
,TAG,O
,:,O
,TAG,O
,of,O
,the,O
,respective,O
,tree,B-Organism
,individual,O
,in,O
,the,O
,main,O
,experiment,O
,),O
,t-Tag/,O
,s-Tag,O
,indicating,O
,individual,O
,tree,B-Quality
,position,I-Quality
,in,O
,the,O
,Main,O
,Experiment,O
,code,O
,for,O
,planting,B-Phenomena
,locations,B-Location
,",",O
,12,O
,digits,O
,with,O
,``,O
,t,O
,t,O
,(,O
,tree,B-Organism
,),O
,in,O
,front,O
,or,O
,``,O
,s,O
,s,O
,(,O
,shrub,B-Organism
,),O
,;,O
,Datagroup,O
,description,O
,:,O
,Tree,B-Organism
,or,O
,shrub,B-Organism
,tags,O
,consist,O
,of,O
,12,O
,digits,O
,:,O
,The,O
,first,O
,6,O
,are,O
,the,O
,site,O
,plot,O
,name,O
,:,O
,_1_,O
,site,O
,_2/3_,O
,row,O
,",",O
,counting,O
,from,O
,North,O
,_4/5_,O
,column,O
,",",O
,counting,O
,from,O
,west,O
,_6_,O
,is,O
,the,O
,plot,O
,moved,O
,?,O
Sentence: 783,Consequences,O
,of,O
,tropical,B-Environment
,land,I-Environment
,use,I-Environment
,for,O
,multitrophic,O
,biodiversity,O
,and,O
,ecosystem,O
,functioning,O
,Our,O
,knowledge,O
,about,O
,land-use,O
,impacts,O
,on,O
,biodiversity,O
,and,O
,ecosystem,B-Environment
,functioning,O
,is,O
,mostly,O
,limited,O
,to,O
,single,O
,trophic,O
,levels,O
,",",O
,leaving,O
,us,O
,uncertain,O
,about,O
,whole-community,O
,biodiversity-ecosystem,O
,functioning,O
,relationships,O
,.,O
Sentence: 784,Specifically,O
,",",O
,there,O
,are,O
,almost,O
,"2,000,000",O
,unique,O
,geo-referenced,O
,collection,O
,records,O
,representing,O
,more,O
,than,O
,"50,000",O
,species,B-Organism
,of,O
,plants,O
,in,O
,tropical,O
,South,O
,America,O
,and,O
,over,O
,"1,500",O
,census,O
,plots,O
,.,O
Sentence: 785,(,O
,ped_voids_porosity41,O
,:,O
,Pedogenic,B-Quality
,features,I-Quality
,/,O
,Voids,O
,(,O
,porosity,B-Quality
,),O
,/,O
,Porosity,B-Quality
,",",O
,Headline,O
,:,O
,Soil,B-Quality
,horizon,I-Quality
,description,I-Quality
,I,O
,;,O
,ped_voids_porosity41,O
,),O
,Basic,O
,information,O
,on,O
,soil,B-Quality
,properties,I-Quality
,",",O
,according,O
,to,O
,``,O
,Eckelmann,O
,",",O
,W.,O
,",",O
,Sponagel,O
,",",O
,H.,O
,",",O
,Grottenthaler,O
,",",O
,W.,O
,",",O
,Hartmann,O
,",",O
,J.,O
,K.,O
,",",O
,Hartwich,O
,",",O
,R.,O
,",",O
,Janetzko,O
,",",O
,P.,O
,",",O
,...,O
,&,O
,Traidl,O
,",",O
,R.,O
,(,O
,2005,O
,),O
,.,O
Sentence: 786,Existing,O
,longevity,O
,data,O
,for,O
,animals,B-Organism
,primarily,O
,consist,O
,of,O
,maximum,O
,lifespan,O
,values,O
,",",O
,which,O
,are,O
,single,O
,observations,O
,rather,O
,than,O
,statistically,O
,derived,O
,estimates,O
,of,O
,longevity,O
,.,O
Sentence: 787,Woody,B-Environment
,debris,O
,items,O
,(,O
,CWD_CSP,O
,),O
,",",O
,dimensionless,O
,CWD_CSP,O
,Woody,B-Environment
,debris,O
,items,O
,are,O
,dead,B-Organism
,trees,I-Organism
,or,O
,parts,O
,of,O
,trees,B-Organism
,",",O
,such,O
,as,O
,fallen,O
,crowns,O
,",",O
,branches,O
,",",O
,etc,O
,.,O
Sentence: 788,DESCRIPTION,O
,Fish,B-Quality
,abundance,I-Quality
,in,O
,the,O
,Elwha,O
,River,B-Environment
,estuary,O
,",",O
,Washington,O
,",",O
,from,O
,2006,O
,to,O
,2014,O
,SUMMARY,O
,Original,O
,Title,O
,:,O
,Fish,B-Organism
,abundance,B-Quality
,in,O
,the,O
,Elwha,O
,River,B-Environment
,estuary,O
,",",O
,Washington,O
,",",O
,from,O
,2006,O
,to,O
,2014,O
,This,O
,portion,O
,of,O
,the,O
,data,O
,release,O
,presents,O
,fish,B-Organism
,abundance,B-Quality
,data,O
,from,O
,samples,O
,collected,O
,in,O
,the,O
,Elwha,O
,River,B-Environment
,estuary,O
,",",O
,Washington,O
,",",O
,in,O
,2006,O
,",",O
,2007,O
,",",O
,2013,O
,",",O
,and,O
,2014,O
,(,O
,no,O
,associated,O
,USGS,O
,Field,O
,Activities,O
,numbers,O
,because,O
,data,O
,were,O
,collected,O
,predominantly,O
,by,O
,biologists,O
,from,O
,the,O
,Lower,O
,Elwha,O
,Klallam,O
,Tribe,O
,),O
,.,O
Sentence: 789,trees_ID,O
,tree_spec,O
,site,O
,PLOT_NO,O
,TREE_R,O
,Iridomyrmex,B-Organism
,anceps,I-Organism
,Crematogaster,B-Organism
,cf,O
,.,O
Sentence: 790,The,O
,commercial,O
,use,O
,of,O
,any,O
,data,O
,is,O
,prohibited,O
,.,O
Sentence: 791,These,O
,maps,O
,display,O
,various,O
,habitat,O
,types,O
,that,O
,range,O
,from,O
,flat,O
,",",O
,soft,O
,",",O
,unconsolidated,B-Environment
,sediment-covered,I-Environment
,seafloor,I-Environment
,to,O
,hard,O
,",",O
,deformed,O
,(,O
,folded,O
,),O
,",",O
,or,O
,highly,O
,rugose,O
,and,O
,differentially,O
,eroded,O
,bedrock,O
,exposures,O
,.,O
Sentence: 792,We,O
,focused,O
,on,O
,two,O
,native,O
,Impatiens,O
,species,B-Organism
,(,O
,I.,O
,noli-tangere,O
,and,O
,I.,O
,textori,O
,),O
,found,O
,in,O
,Japan,O
,and,O
,examined,O
,whether,O
,pollinator-mediated,O
,plant,B-Organism
,competition,O
,occurs,O
,between,O
,them,O
,.,O
Sentence: 793,pollinator,B-Phenomena
,attraction,I-Phenomena
,),O
,.,O
Sentence: 794,The,O
,shutdown,O
,of,O
,speciation,B-Phenomena
,by,O
,vicariance,O
,during,O
,this,O
,interval,O
,was,O
,related,O
,to,O
,widespread,O
,interbasinal,O
,species,B-Organism
,invasions,O
,.,O
Sentence: 795,C,O
,carbon,B-Matter
,C/N,O
,ratio,O
,location,O
,Main,O
,Experiment,O
,N,O
,nitrogen,B-Matter
,pH,B-Quality
,S,O
,Site,O
,A,O
,SOC,O
,soil,B-Environment
,soil,B-Environment
,base,I-Environment
,soil,B-Quality
,depth,I-Quality
,SON,O
,Find,O
,the,O
,list,O
,of,O
,keywords,O
,here,O
,:,O
,plot_number,O
,PTAG,O
,sample_num,O
,lab_num,O
,depth_lb,O
,pH_H2O,O
,pH_KCl,O
,N_t,O
,C_t,O
,S_t,O
,C_N,O
,List,O
,of,O
,headers,O
,of,O
,the,O
,data,O
,columns,O
,in,O
,this,O
,dataset,O
,Experimental,O
,Site,O
,A,O
,29Ã‚Â°08'-29Ã‚Â°11,O
,29Ã‚Â°08'-29Ã‚Â°11,O
,N,O
,117Ã‚Â°90'-117Ã‚Â°93,O
,117Ã‚Â°90'-117Ã‚Â°93,O
,E,O
,117.8998,O
,118.1483,O
,29.2852,O
,29.10178,O
,2/1/2010,O
,########,O
,No,O
,organisms,B-Organism
,No,O
,organisms,B-Organism
,pkuehn,O
,tscholten,O
,sseitz,O
,Main,O
,Experiment,O
,:,O
,Soil,B-Environment
,CNS,O
,and,O
,pH,B-Quality
,analyses,I-Quality
,of,O
,depth,B-Quality
,increments,O
,on,O
,Site,O
,A,O
,(,O
,2010-2011,O
,),O
,Soil,B-Environment
,chemical,O
,laboratory,O
,analyses,O
,of,O
,all,O
,plots,O
,on,O
,Site,O
,A,O
,.,O
Sentence: 796,In,O
,the,O
,Comparative,O
,Study,O
,Plots,O
,(,O
,CSPs,O
,),O
,we,O
,quantified,O
,the,O
,amount,O
,of,O
,wood,B-Matter
,downed,O
,by,O
,the,O
,ice,B-Phenomena
,storm,I-Phenomena
,(,O
,coarse,B-Matter
,woody,I-Matter
,debris,I-Matter
,data,O
,),O
,.,O
Sentence: 797,SLA,O
,),O
,between,O
,the,O
,samples,O
,collected,O
,by,O
,W.KrÃ¶ber,O
,and,O
,D.Eichenberg,O
,.,O
Sentence: 798,117.8998,O
,118.1483,O
,29.2852,O
,29.10178,O
,########,O
,########,O
,bacterial,B-Organism
,or,O
,fungal,B-Organism
,communities,I-Organism
,based,O
,on,O
,lipid,B-Matter
,indicators,O
,",",O
,the,O
,fungal,B-Organism
,to,O
,bacterial,B-Organism
,ratio,O
,",",O
,or,O
,total,O
,microbial,B-Quality
,biomass,I-Quality
,(,O
,lipid,B-Quality
,biomass,I-Quality
,),O
,.,O
Sentence: 799,Throughfall,B-Phenomena
,as,O
,well,O
,as,O
,sandloss,O
,from,O
,splashcups,O
,can,O
,be,O
,used,O
,to,O
,derive,O
,kinetic,B-Quality
,energy,I-Quality
,from,O
,raindrops,B-Matter
,.,O
Sentence: 800,Please,O
,bare,O
,this,O
,in,O
,mind,O
,!,O
Sentence: 801,Harnessing,O
,carbon,B-Matter
,payments,O
,to,O
,protect,O
,biodiversity,O
,.,O
Sentence: 802,In,O
,conifers,B-Organism
,",",O
,three,O
,definitions,O
,for,O
,LAI,O
,have,O
,been,O
,used,O
,:,O
,-,O
,Half,O
,of,O
,the,O
,total,B-Quality
,needle,I-Quality
,surface,I-Quality
,area,I-Quality
,per,O
,unit,O
,ground,B-Quality
,surface,I-Quality
,area,I-Quality
,(,O
,Chen,O
,",",O
,J.M.,O
,",",O
,and,O
,Black,O
,",",O
,T.A,O
,.,O
Sentence: 803,Here,O
,we,O
,investigate,O
,the,O
,use,O
,of,O
,commonly,O
,used,O
,preservative,O
,ethanol,B-Matter
,as,O
,a,O
,non-destructive,O
,and,O
,inexpensive,O
,source,O
,of,O
,DNA,O
,for,O
,NGS,O
,biodiversity,O
,analysis,O
,of,O
,benthic,B-Organism
,macroinvertebrates,I-Organism
,.,O
Sentence: 804,Selection,O
,of,O
,competitors,O
,:,O
,all,O
,neighbours,O
,within,O
,a,O
,radius,B-Quality
,of,O
,2-Jan,O
,the,O
,height,B-Quality
,of,O
,the,O
,target,O
,tree,B-Organism
,were,O
,said,O
,to,O
,be,O
,competitors,O
,(,O
,target_group,O
,:,O
,CSP,O
,#ERROR!,O
,target,O
,tree,B-Organism
,species,I-Organism
,),O
,The,O
,name,O
,consists,O
,of,O
,the,O
,CSP,O
,name,O
,and,O
,the,O
,species,B-Quality
,name,I-Quality
,of,O
,the,O
,target,O
,tree,B-Organism
,around,O
,which,O
,the,O
,area,O
,is,O
,located,O
,.,O
Sentence: 805,Here,O
,we,O
,analyse,O
,patterns,O
,of,O
,marine,O
,mammal,B-Organism
,species,B-Quality
,richness,I-Quality
,based,O
,on,O
,predictions,O
,of,O
,global,O
,distributional,O
,ranges,O
,for,O
,115,O
,species,B-Organism
,",",O
,including,O
,all,O
,extant,O
,pinnipeds,O
,and,O
,cetaceans,O
,.,O
Sentence: 806,--,O
,-,O
,6,O
,digit,O
,metal,O
,tags,O
,starting,O
,with,O
,3,O
,were,O
,also,O
,used,O
,for,O
,woody,B-Matter
,debris,I-Matter
,items,I-Matter
,Helper,O
,(,O
,reference,O
,is,O
,self,O
,),O
,",",O
,dimensionless,O
,reference,O
,is,O
,self,O
,Helper,O
,column,O
,to,O
,understand,O
,other,O
,columns,O
,in,O
,this,O
,data,O
,set,O
,(,O
,reference,O
,is,O
,self,O
,:,O
,label,O
,of,O
,reference,O
,tree,B-Organism
,is,O
,the,O
,tree,B-Organism
,itself,O
,",",O
,woody,B-Matter
,debris,I-Matter
,item,I-Matter
,belongs,O
,to,O
,the,O
,tree,B-Organism
,indicated,O
,in,O
,the,O
,reference,O
,tree,B-Organism
,(,O
,neighbour,O
,label,O
,),O
,;,O
,Datagroup,O
,description,O
,:,O
,Helper,O
,),O
,Helper,O
,column,O
,to,O
,understand,O
,other,O
,columns,O
,in,O
,this,O
,data,O
,set,O
,Helper,O
,Helper,O
,column,O
,to,O
,understand,O
,other,O
,columns,O
,in,O
,this,O
,data,O
,set,O
,label,O
,of,O
,reference,O
,tree,B-Organism
,is,O
,the,O
,tree,B-Organism
,itself,O
,",",O
,woody,B-Matter
,debris,I-Matter
,item,I-Matter
,belongs,O
,to,O
,the,O
,tree,B-Organism
,indicated,O
,in,O
,the,O
,reference,O
,tree,B-Organism
,(,O
,neighbour,O
,label,O
,),O
,;,O
,Datagroup,O
,description,O
,:,O
,Helper,B-Quality
,Distance,I-Quality
,(,O
,neigh.dist,O
,),O
,",",O
,meter,O
,neigh.dist,O
,Distance,B-Quality
,(,O
,neigh.dist,O
,:,O
,distance,B-Quality
,to,O
,neighbour,O
,:,O
,We,O
,locate,O
,every,O
,tagged,O
,individual,O
,CWD,O
,piece,O
,.,O
Sentence: 807,(,O
,mean_can_hi,O
,:,O
,mean,B-Quality
,canopy,I-Quality
,height,I-Quality
,of,O
,target,O
,groups,O
,),O
,dimensionless,O
,real,O
,Vegetation,B-Quality
,layer,I-Quality
,height,I-Quality
,In,O
,the,O
,CSPs,O
,",",O
,tree,B-Organism
,and,O
,shrub,B-Quality
,layer,I-Quality
,height,I-Quality
,was,O
,estimated,O
,as,O
,mean,O
,value,O
,from,O
,four,O
,different,O
,spots,O
,within,O
,the,O
,CSP,O
,",",O
,with,O
,simultaneous,O
,estimates,O
,by,O
,four,O
,different,O
,researchers,O
,.,O
Sentence: 808,(,O
,CSP16,O
,:,O
,BEF,O
,research,O
,plot,O
,where,O
,the,O
,abundance,B-Quality
,of,O
,species,B-Organism
,x,O
,is,O
,estimated,O
,),O
,dimensionless,O
,real,O
,Abundance,B-Quality
,Number,O
,of,O
,individuals,O
,determined,O
,for,O
,the,O
,respective,O
,category,O
,.,O
Sentence: 809,Cite,O
,the,O
,data,O
,as,O
,follows,O
,:,O
,GeiÃƒÅ¸ler,O
,",",O
,C.,O
,",",O
,Scholten,O
,",",O
,T.,O
,and,O
,KÃƒÂ¼hn,O
,",",O
,P.,O
,(,O
,2011,O
,),O
,:,O
,Grain,B-Quality
,size,I-Quality
,analyses,O
,of,O
,soils,B-Matter
,:,O
,horizonswise,O
,from,O
,soil,B-Quality
,profiles,I-Quality
,of,O
,27,O
,Comparative,O
,Study,O
,Plots,O
,.,O
Sentence: 810,Ways,O
,to,O
,quantify,O
,precipitation,B-Phenomena
,:,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,collecting,O
,bottle,O
,),O
,mmmeasured,O
,by,O
,a,O
,rainfall,B-Phenomena
,collecting,O
,bottle,O
,;,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mmmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,O
,of,O
,the,O
,five,O
,highest,O
,five,O
,minute,O
,intensities,B-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,measured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,rainfall,B-Quality
,amount,I-Quality
,(,O
,tipping-bucket,O
,),O
,mmmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/h,O
,--,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,--,O
,measured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,Precipitation,B-Phenomena
,(,O
,peak_t,O
,),O
,",",O
,millimeter,O
,per,O
,hour,O
,peak_t,O
,Precipitation,B-Phenomena
,measured,O
,at,O
,the,O
,climate,O
,station,O
,or,O
,locally,O
,within,O
,sites,O
,.,O
Sentence: 811,Despite,O
,recent,O
,advances,O
,in,O
,studies,O
,on,O
,trade-offs,O
,between,O
,plant,B-Quality
,defence,I-Quality
,traits,I-Quality
,",",O
,little,O
,is,O
,known,O
,about,O
,whether,O
,trade-offs,O
,reflect,O
,i,O
,),O
,evolutionary,O
,constraints,O
,at,O
,the,O
,species,B-Organism
,level,O
,or,O
,ii,O
,),O
,allocation,O
,constraints,O
,at,O
,the,O
,individual,O
,level,O
,.,O
Sentence: 812,Analysis,O
,of,O
,daily,O
,rainfall,B-Phenomena
,data,O
,for,O
,the,O
,climate,B-Phenomena
,normal,O
,period,O
,1981,O
,to,O
,2010,O
,indicates,O
,that,O
,total,O
,rainfall,B-Phenomena
,both,O
,within,O
,and,O
,across,O
,seasons,O
,has,O
,not,O
,changed,O
,significantly,O
,",",O
,although,O
,the,O
,timing,O
,and,O
,transitions,O
,of,O
,seasons,O
,has,O
,been,O
,highly,O
,variable,O
,.,O
Sentence: 813,It,O
,also,O
,remains,O
,unclear,O
,how,O
,environmental,O
,factors,O
,such,O
,as,O
,grazing,B-Phenomena
,or,O
,fertilizer,O
,application,O
,affect,O
,the,O
,predicted,O
,relationship,O
,.,O
Sentence: 814,There,O
,is,O
,an,O
,attached,O
,files,O
,with,O
,an,O
,R,O
,script,O
,",",O
,with,O
,which,O
,the,O
,data,O
,were,O
,generated,O
,.,O
Sentence: 815,;,O
,Helper,O
,;,O
,Dead,B-Organism
,wood,I-Organism
,inventory,O
,;,O
,Datagroup,O
,description,O
,:,O
,Helper,O
,),O
,Helper,O
,column,O
,to,O
,understand,O
,other,O
,columns,O
,in,O
,this,O
,data,O
,set,O
,Helper,O
,Helper,O
,column,O
,to,O
,understand,O
,other,O
,columns,O
,in,O
,this,O
,data,O
,set,O
,Positioning,O
,information,O
,:,O
,Type,O
,of,O
,the,O
,woody,B-Quality
,debris,O
,object,O
,:,O
,Original,O
,classification,O
,as,O
,defined,O
,by,O
,Christian,O
,Wirth,O
,and,O
,Goddert,O
,von,O
,Oheimb,O
,.,O
Sentence: 816,Vegetation,B-Quality
,layer,I-Quality
,height,I-Quality
,(,O
,mean_can_hi,O
,),O
,",",O
,dimensionless,O
,mean_can_hi,O
,In,O
,the,O
,CSPs,O
,",",O
,tree,B-Organism
,and,O
,shrub,B-Quality
,layer,I-Quality
,height,I-Quality
,was,O
,estimated,O
,as,O
,mean,O
,value,O
,from,O
,four,O
,different,O
,spots,O
,within,O
,the,O
,CSP,O
,",",O
,with,O
,simultaneous,O
,estimates,O
,by,O
,four,O
,different,O
,researchers,O
,.,O
Sentence: 817,We,O
,developed,O
,indices,O
,at,O
,the,O
,species,B-Organism
,level,O
,based,O
,on,O
,(,O
,i,O
,),O
,the,O
,concept,O
,of,O
,specialization,O
,directly,O
,linked,O
,to,O
,the,O
,niche,O
,theory,O
,and,O
,(,O
,ii,O
,),O
,the,O
,concept,O
,of,O
,originality,O
,measuring,O
,the,O
,overall,O
,degree,O
,of,O
,differences,O
,between,O
,a,O
,species,B-Organism
,and,O
,all,O
,other,O
,species,B-Organism
,in,O
,the,O
,same,O
,clade,O
,.,O
Sentence: 818,The,O
,rapid,O
,expansion,O
,of,O
,oil,B-Matter
,palm,I-Matter
,in,O
,forested,O
,tropical,O
,landscapes,O
,is,O
,of,O
,particular,O
,concern,O
,given,O
,their,O
,high,O
,biodiversity,O
,.,O
Sentence: 819,Density,B-Quality
,dependent,O
,patterns,O
,that,O
,are,O
,prevalent,O
,in,O
,the,O
,main,O
,experiment,O
,",",O
,while,O
,not,O
,being,O
,prevalent,O
,in,O
,the,O
,common,O
,garden,B-Environment
,experiment,O
,can,O
,be,O
,considered,O
,TRUE,O
,J-C,O
,effects,O
,.,O
Sentence: 820,fÃ¼r,O
,Geowissenschaften,O
,und,O
,Rohstoffe,O
,und,O
,NiedersÃ¤chsisches,O
,Landesamt,O
,fÃ¼r,O
,Bodenforschung,O
,",",O
,Hannover,B-Location
,",",O
,Germany,B-Location
,.,O
,.,O
Sentence: 821,Selection,O
,of,O
,competitors,O
,:,O
,all,O
,neighbours,O
,within,O
,a,O
,radius,B-Quality
,of,O
,2-Jan,O
,the,O
,height,B-Quality
,of,O
,the,O
,target,O
,tree,B-Organism
,were,O
,said,O
,to,O
,be,O
,competitors,O
,CSP,O
,#ERROR!,O
,target,O
,tree,B-Organism
,species,I-Organism
,Leaf,O
,habit,O
,(,O
,fct_gr,O
,),O
,",",O
,fct_gr,O
,Leaf,O
,habit,O
,(,O
,fct_gr,O
,:,O
,functional,O
,group,O
,of,O
,target,O
,",",O
,deciduous,B-Organism
,or,O
,evergreen,B-Organism
,.,O
Sentence: 822,Methodology,O
,We,O
,conducted,O
,a,O
,3-year,O
,field,B-Environment
,experiment,O
,in,O
,a,O
,Tibetan,O
,alpine,B-Organism
,meadow,B-Organism
,to,O
,assess,O
,the,O
,relationship,O
,between,O
,plant,B-Organism
,reproductive,O
,allocation,O
,(,O
,RA,O
,),O
,and,O
,species,B-Organism
,relative,O
,abundance,B-Quality
,(,O
,SRA,O
,),O
,on,O
,control,O
,",",O
,grazed,O
,and,O
,fertilized,O
,plots,O
,.,O
Sentence: 823,Full,O
,details,O
,about,O
,this,O
,dataset,O
,can,O
,be,O
,found,O
,at,O
,Source,O
,:,O
,Last,O
,updated,O
,at,O
,:,O
,3/6/2020,O
,OGL,O
,wh2013_calibration_and_units,O
,measure,O
,Measure,O
,string,O
,#,O
,string,O
,measure,O
,calibration,O
,Calibration,O
,string,O
,#,O
,string,O
,calibration,O
,units,O
,Units,O
,string,O
,#,O
,string,O
,units,O
,data_type,O
,Data,O
,type,O
,string,O
,#,O
,string,O
,data_type,O
,quality_control,O
,Quality,O
,control,O
,string,O
,#,O
,string,O
,quality_control,O
,data/wh2013_calibration_and_units.csv,O
,csv,O
,original/b8e9c03e-4b71-4e3b-9110-820b7bc0bac7/readme.html,O
,original/b8e9c03e-4b71-4e3b-9110-820b7bc0bac7/readme.html,O
,html,O
,text/html,O
,4216,O
,original/b8e9c03e-4b71-4e3b-9110-820b7bc0bac7/supporting-documents/EF_collection_methods.rtf,O
